participant_id,week,program,age_group,community,baseline_habit_strength,convenience,social_norm,environmental_fit,motivation,competing_demands,habit_persistence,feedback_visibility,incentive_active,support_quality,life_event,engagement_score,activity_count,self_report_adoption
189,2,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.778,0.46,0.559,0.345,1,0.281,0,0.77,10,1
189,3,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.797,0.533,0.559,0.345,1,0.281,0,0.793,7,1
189,4,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.815,0.526,0.559,0.345,1,0.281,0,0.813,8,1
189,5,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.764,0.535,0.559,0.345,1,0.281,0,0.818,3,1
189,6,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.786,0.52,0.559,0.345,1,0.281,0,0.818,5,1
189,7,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.751,0.555,0.559,0.345,1,0.281,0,0.816,11,1
189,8,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.792,0.469,0.559,0.345,1,0.281,0,0.827,7,1
189,9,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.748,0.5,0.559,0.345,0,0.281,0,0.796,7,1
189,10,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.711,0.584,0.559,0.345,0,0.281,0,0.76,7,1
189,11,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.731,0.546,0.559,0.345,0,0.263,0,0.761,9,1
189,12,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.721,0.554,0.559,0.345,0,0.245,0,0.735,8,1
189,13,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.72,0.58,0.559,0.333,0,0.227,0,0.721,9,1
189,14,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.736,0.517,0.559,0.321,0,0.209,0,0.724,9,1
189,15,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.706,0.486,0.559,0.309,0,0.191,0,0.716,5,1
189,16,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.732,0.536,0.559,0.297,0,0.173,0,0.714,6,1
189,17,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.694,0.484,0.559,0.285,0,0.155,0,0.674,6,1
189,18,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.693,0.527,0.559,0.273,0,0.137,0,0.679,11,1
189,19,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.686,0.539,0.559,0.261,0,0.119,0,0.666,12,1
189,20,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.649,0.528,0.559,0.249,0,0.101,0,0.681,8,1
189,21,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.637,0.543,0.559,0.237,0,0.083,0,0.668,5,1
189,22,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.67,0.522,0.559,0.225,0,0.065,0,0.645,5,1
189,23,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.653,0.519,0.559,0.213,0,0.047,0,0.62,5,1
189,24,healthy_eating,26-40,rural,0.658,0.598,0.202,0.856,0.611,0.567,0.559,0.201,0,0.029,0,0.598,8,1
190,1,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.641,0.754,0.806,0.112,1,0.527,0,0.769,6,1
190,2,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.692,0.674,0.806,0.112,1,0.527,0,0.771,9,1
190,3,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.612,0.732,0.806,0.112,1,0.527,0,0.76,7,1
190,4,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.651,0.744,0.806,0.112,1,0.527,0,0.763,4,1
190,5,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.648,0.748,0.806,0.112,1,0.527,0,0.754,9,1
190,6,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.603,0.723,0.806,0.112,1,0.527,0,0.769,6,1
190,7,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.575,0.723,0.806,0.112,1,0.527,0,0.761,4,1
190,8,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.64,0.725,0.806,0.112,1,0.527,0,0.756,8,1
190,9,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.582,0.707,0.806,0.112,0,0.527,0,0.754,3,1
190,10,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.536,0.7,0.806,0.112,0,0.527,0,0.738,8,1
190,11,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.58,0.713,0.806,0.112,0,0.509,0,0.723,5,1
190,12,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.558,0.702,0.806,0.112,0,0.491,0,0.682,9,1
190,13,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.587,0.731,0.806,0.1,0,0.473,0,0.687,5,1
190,14,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.537,0.766,0.806,0.088,0,0.455,0,0.629,4,1
190,15,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.532,0.717,0.806,0.076,0,0.437,0,0.618,4,1
190,16,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.517,0.724,0.806,0.064,0,0.419,0,0.615,5,1
190,17,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.524,0.716,0.806,0.052,0,0.401,0,0.588,6,1
190,18,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.556,0.751,0.806,0.04,0,0.383,0,0.582,10,1
190,19,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.483,0.731,0.806,0.028,0,0.365,0,0.584,7,1
190,20,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.507,0.742,0.806,0.016,0,0.347,0,0.54,5,0
190,21,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.5,0.746,0.806,0.004,0,0.329,0,0.516,5,0
190,22,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.481,0.781,0.806,0.0,0,0.311,0,0.5,8,0
190,23,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.502,0.792,0.806,0.0,0,0.293,0,0.472,10,0
190,24,healthy_eating,41-60,rural,0.787,0.48,0.514,0.464,0.471,0.76,0.806,0.0,0,0.275,0,0.472,6,0
191,1,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.37,0.692,0.325,0.765,1,0.355,0,0.411,2,0
191,2,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.349,0.681,0.325,0.765,1,0.355,0,0.552,5,1
191,3,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.275,0.757,0.325,0.765,1,0.355,0,0.635,7,1
191,4,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.269,0.68,0.325,0.765,1,0.355,0,0.689,7,1
191,5,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.291,0.709,0.325,0.765,1,0.355,0,0.737,7,1
191,6,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.347,0.717,0.325,0.765,1,0.355,0,0.744,8,1
191,7,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.294,0.731,0.325,0.765,1,0.355,0,0.759,7,1
191,8,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.326,0.688,0.325,0.765,1,0.355,0,0.776,6,1
191,9,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.346,0.653,0.325,0.765,0,0.355,0,0.756,10,1
191,10,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.321,0.702,0.325,0.765,0,0.355,0,0.757,2,1
191,11,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.241,0.707,0.325,0.765,0,0.337,0,0.705,7,1
191,12,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.268,0.697,0.325,0.765,0,0.319,0,0.669,4,1
191,13,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.244,0.708,0.325,0.753,0,0.301,0,0.644,4,1
191,14,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.275,0.765,0.325,0.741,0,0.283,0,0.631,4,1
191,15,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.259,0.927,0.325,0.729,0,0.265,1,0.575,8,1
191,16,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.214,0.906,0.325,0.717,0,0.247,0,0.563,3,1
191,17,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.218,0.876,0.325,0.705,0,0.229,0,0.539,7,0
191,18,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.226,0.928,0.325,0.693,0,0.211,0,0.55,9,1
191,19,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.221,0.84,0.325,0.681,0,0.193,0,0.508,2,1
191,20,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.198,0.849,0.325,0.669,0,0.175,0,0.475,8,0
191,21,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.213,0.854,0.325,0.657,0,0.157,0,0.444,4,0
191,22,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.22,0.955,0.325,0.645,0,0.139,0,0.42,1,0
191,23,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.123,0.94,0.325,0.633,0,0.121,0,0.404,4,0
191,24,healthy_eating,26-40,urban,0.158,0.657,0.737,0.436,0.19,0.872,0.325,0.621,0,0.103,0,0.405,1,0
192,1,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.665,0.562,0.514,0.435,1,0.353,0,0.67,5,1
192,2,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.575,0.549,0.514,0.435,1,0.353,0,0.737,5,1
192,3,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.586,0.557,0.514,0.435,1,0.353,0,0.789,3,1
192,4,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.639,0.547,0.514,0.435,1,0.353,0,0.817,7,1
192,5,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.588,0.57,0.514,0.435,1,0.353,0,0.827,5,1
192,6,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.587,0.625,0.514,0.435,1,0.353,0,0.833,6,1
192,7,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.587,0.583,0.514,0.435,1,0.353,0,0.835,7,1
192,8,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.625,0.583,0.514,0.435,1,0.353,0,0.839,5,1
192,9,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.596,0.626,0.514,0.435,0,0.353,0,0.825,6,1
192,10,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.626,0.555,0.514,0.435,0,0.353,0,0.782,6,1
192,11,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.624,0.554,0.514,0.435,0,0.335,0,0.76,10,1
192,12,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.559,0.585,0.514,0.435,0,0.317,0,0.735,7,1
192,13,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.546,0.563,0.514,0.423,0,0.299,0,0.722,11,1
192,14,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.596,0.617,0.514,0.411,0,0.281,0,0.703,7,1
192,15,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.564,0.633,0.514,0.399,0,0.263,0,0.696,13,1
192,16,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.585,0.603,0.514,0.387,0,0.245,0,0.666,10,1
192,17,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.552,0.593,0.514,0.375,0,0.227,0,0.65,13,1
192,18,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.511,0.576,0.514,0.363,0,0.209,0,0.647,1,1
192,19,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.544,0.575,0.514,0.351,0,0.191,0,0.623,3,1
192,20,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.465,0.569,0.514,0.339,0,0.173,0,0.605,9,1
192,21,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.472,0.582,0.514,0.327,0,0.155,0,0.597,4,1
192,22,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.477,0.527,0.514,0.315,0,0.137,0,0.582,3,1
192,23,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.483,0.628,0.514,0.303,0,0.119,0,0.535,3,1
192,24,recycling,26-40,rural,0.549,0.682,0.341,0.507,0.455,0.612,0.514,0.291,0,0.101,0,0.52,7,1
193,1,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.278,0.27,0.73,0.863,1,0.315,0,0.57,5,0
193,2,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.29,0.377,0.73,0.863,1,0.315,0,0.678,11,1
193,3,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.23,0.323,0.73,0.863,1,0.315,0,0.712,4,1
193,4,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.222,0.318,0.73,0.863,1,0.315,0,0.751,8,1
193,5,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.26,0.308,0.73,0.863,1,0.315,0,0.781,9,1
193,6,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.236,0.281,0.73,0.863,1,0.315,0,0.806,3,1
193,7,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.211,0.259,0.73,0.863,1,0.315,0,0.792,6,1
193,8,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.23,0.32,0.73,0.863,1,0.315,0,0.807,8,1
193,9,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.188,0.27,0.73,0.863,0,0.315,0,0.759,9,1
193,10,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.232,0.322,0.73,0.863,0,0.315,0,0.749,9,1
193,11,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.225,0.346,0.73,0.863,0,0.297,0,0.695,3,1
193,12,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.239,0.263,0.73,0.863,0,0.279,0,0.674,11,1
193,13,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.212,0.307,0.73,0.851,0,0.261,0,0.67,6,1
193,14,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.14,0.329,0.73,0.839,0,0.243,0,0.644,3,1
193,15,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.194,0.33,0.73,0.827,0,0.225,0,0.627,6,1
193,16,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.202,0.326,0.73,0.815,0,0.207,0,0.583,8,1
193,17,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.192,0.354,0.73,0.803,0,0.189,0,0.561,4,1
193,18,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.151,0.251,0.73,0.791,0,0.171,0,0.53,5,1
193,19,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.109,0.259,0.73,0.779,0,0.153,0,0.508,4,0
193,20,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.118,0.234,0.73,0.767,0,0.135,0,0.495,3,1
193,21,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.063,0.3,0.73,0.755,0,0.117,0,0.475,8,1
193,22,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.094,0.253,0.73,0.743,0,0.099,0,0.448,6,0
193,23,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.09,0.229,0.73,0.731,0,0.081,0,0.423,6,0
193,24,recycling,41-60,urban,0.406,0.668,0.277,0.577,0.105,0.276,0.73,0.719,0,0.063,0,0.37,3,0
194,1,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.716,0.412,0.178,0.267,1,0.788,0,0.783,10,1
194,2,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.644,0.363,0.178,0.267,1,0.788,0,0.836,5,1
194,3,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.626,0.382,0.178,0.267,1,0.788,0,0.863,9,1
194,4,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.704,0.355,0.178,0.267,1,0.788,0,0.882,5,1
194,5,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.655,0.416,0.178,0.267,1,0.788,0,0.896,14,1
194,6,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.691,0.38,0.178,0.267,1,0.788,0,0.904,5,1
194,7,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.603,0.37,0.178,0.267,1,0.788,0,0.917,4,1
194,8,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.613,0.389,0.178,0.267,1,0.788,0,0.911,5,1
194,9,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.605,0.356,0.178,0.267,0,0.788,0,0.892,10,1
194,10,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.651,0.399,0.178,0.267,0,0.788,0,0.866,5,1
194,11,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.602,0.394,0.178,0.267,0,0.77,0,0.854,4,1
194,12,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.564,0.401,0.178,0.267,0,0.752,0,0.847,5,1
194,13,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.582,0.381,0.178,0.255,0,0.734,0,0.816,10,1
194,14,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.587,0.453,0.178,0.243,0,0.716,0,0.804,6,1
194,15,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.564,0.408,0.178,0.231,0,0.698,0,0.787,10,1
194,16,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.587,0.371,0.178,0.219,0,0.68,0,0.785,9,1
194,17,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.512,0.41,0.178,0.207,0,0.662,0,0.745,11,1
194,18,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.529,0.468,0.178,0.195,0,0.644,0,0.746,4,1
194,19,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.513,0.426,0.178,0.183,0,0.626,0,0.751,9,1
194,20,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.535,0.435,0.178,0.171,0,0.608,0,0.731,7,1
194,21,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.538,0.362,0.178,0.159,0,0.59,0,0.711,6,1
194,22,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.524,0.421,0.178,0.147,0,0.572,0,0.683,12,1
194,23,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.521,0.406,0.178,0.135,0,0.554,0,0.648,3,1
194,24,healthy_eating,41-60,urban,0.691,0.931,0.608,0.223,0.511,0.323,0.178,0.123,0,0.536,0,0.628,4,1
195,1,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.513,0.679,0.561,0.403,1,0.78,0,0.547,7,0
195,2,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.463,0.645,0.561,0.403,1,0.78,0,0.641,8,1
195,3,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.466,0.677,0.561,0.403,1,0.78,0,0.712,6,1
195,4,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.475,0.644,0.561,0.403,1,0.78,0,0.75,6,1
195,5,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.453,0.625,0.561,0.403,1,0.78,0,0.76,3,1
195,6,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.448,0.642,0.561,0.403,1,0.78,0,0.782,6,1
195,7,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.422,0.658,0.561,0.403,1,0.78,0,0.796,8,1
195,8,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.408,0.685,0.561,0.403,1,0.78,0,0.808,5,1
195,9,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.44,0.69,0.561,0.403,0,0.78,0,0.771,4,1
195,10,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.448,0.656,0.561,0.403,0,0.78,0,0.748,6,1
195,11,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.449,0.67,0.561,0.403,0,0.762,0,0.738,5,1
195,12,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.398,0.744,0.561,0.403,0,0.744,0,0.711,11,1
195,13,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.381,0.71,0.561,0.391,0,0.726,0,0.678,7,1
195,14,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.422,0.649,0.561,0.379,0,0.708,0,0.662,6,1
195,15,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.398,0.733,0.561,0.367,0,0.69,0,0.668,8,1
195,16,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.354,0.665,0.561,0.355,0,0.672,0,0.653,5,1
195,17,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.378,0.695,0.561,0.343,0,0.654,0,0.616,8,1
195,18,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.365,0.669,0.561,0.331,0,0.636,0,0.591,7,1
195,19,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.394,0.69,0.561,0.319,0,0.618,0,0.559,6,1
195,20,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.387,0.659,0.561,0.307,0,0.6,0,0.531,3,0
195,21,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.328,0.662,0.561,0.295,0,0.582,0,0.489,6,1
195,22,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.292,0.692,0.561,0.283,0,0.564,0,0.476,8,0
195,23,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.351,0.655,0.561,0.271,0,0.546,0,0.447,2,0
195,24,recycling,18-25,urban,0.367,0.728,0.883,0.642,0.299,0.667,0.561,0.259,0,0.528,0,0.434,2,0
196,1,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.618,0.499,0.626,0.218,1,0.715,0,0.67,6,1
196,2,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.607,0.488,0.626,0.218,1,0.715,0,0.712,8,1
196,3,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.608,0.483,0.626,0.218,1,0.715,0,0.705,5,1
196,4,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.6,0.523,0.626,0.218,1,0.715,0,0.724,5,1
196,5,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.552,0.519,0.626,0.218,1,0.715,0,0.713,10,1
196,6,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.604,0.517,0.626,0.218,1,0.715,0,0.697,7,1
196,7,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.58,0.489,0.626,0.218,1,0.715,0,0.703,7,1
196,8,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.533,0.463,0.626,0.218,1,0.715,0,0.697,8,1
196,9,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.504,0.485,0.626,0.218,0,0.715,0,0.676,7,1
196,10,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.514,0.49,0.626,0.218,0,0.715,0,0.653,5,1
196,11,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.531,0.49,0.626,0.218,0,0.697,0,0.612,4,1
196,12,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.49,0.562,0.626,0.218,0,0.679,0,0.576,3,1
196,13,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.497,0.563,0.626,0.206,0,0.661,0,0.528,7,0
196,14,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.449,0.505,0.626,0.194,0,0.643,0,0.504,6,1
196,15,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.516,0.475,0.626,0.182,0,0.625,0,0.469,5,0
196,16,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.49,0.512,0.626,0.17,0,0.607,0,0.467,6,0
196,17,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.531,0.538,0.626,0.158,0,0.589,0,0.444,1,0
196,18,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.447,0.456,0.626,0.146,0,0.571,0,0.412,5,0
196,19,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.462,0.494,0.626,0.134,0,0.553,0,0.407,2,0
196,20,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.418,0.458,0.626,0.122,0,0.535,0,0.398,4,0
196,21,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.428,0.492,0.626,0.11,0,0.517,0,0.357,7,0
196,22,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.392,0.487,0.626,0.098,0,0.499,0,0.33,1,0
196,23,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.394,0.497,0.626,0.086,0,0.481,0,0.296,7,0
196,24,healthy_eating,41-60,rural,0.636,0.684,0.482,0.198,0.4,0.5,0.626,0.074,0,0.463,0,0.286,4,0
197,1,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.819,0.367,0.752,0.078,1,0.351,0,0.822,15,1
197,2,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.812,0.268,0.752,0.078,1,0.351,0,0.798,11,1
197,3,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.833,0.273,0.752,0.078,1,0.351,0,0.805,3,1
197,4,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.788,0.297,0.752,0.078,1,0.351,0,0.814,8,1
197,5,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.801,0.308,0.752,0.078,1,0.351,0,0.801,9,1
197,6,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.748,0.299,0.752,0.078,1,0.351,0,0.809,6,1
197,7,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.742,0.384,0.752,0.078,1,0.351,0,0.817,6,1
197,8,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.75,0.354,0.752,0.078,1,0.351,0,0.802,4,1
197,9,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.781,0.325,0.752,0.078,0,0.351,0,0.776,8,1
197,10,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.762,0.263,0.752,0.078,0,0.351,0,0.772,6,1
197,11,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.78,0.34,0.752,0.078,0,0.333,0,0.737,9,1
197,12,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.749,0.351,0.752,0.078,0,0.315,0,0.696,2,1
197,13,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.705,0.505,0.752,0.066,0,0.297,1,0.663,6,1
197,14,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.722,0.531,0.752,0.054,0,0.279,0,0.64,8,1
197,15,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.726,0.473,0.752,0.042,0,0.261,0,0.584,7,1
197,16,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.7,0.464,0.752,0.03,0,0.243,0,0.547,5,1
197,17,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.685,0.451,0.752,0.018,0,0.225,0,0.563,8,0
197,18,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.687,0.425,0.752,0.006,0,0.207,0,0.532,2,1
197,19,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.684,0.456,0.752,0.0,0,0.189,0,0.493,4,1
197,20,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.697,0.464,0.752,0.0,0,0.171,0,0.45,2,1
197,21,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.657,0.442,0.752,0.0,0,0.153,0,0.446,5,1
197,22,digital_wellbeing,41-60,urban,0.824,0.902,0.366,0.426,0.69,0.527,0.752,0.0,0,0.135,0,0.405,6,0
